y uniforme	x esponenziale	x Cauchy_Lorenz	x gaussiana
 	 	 	 
0.843777	1.85659	1.87172	0.0713545
0.381978	0.555695	-0.782269	0.813377
0.694022	2.07708	5.78096	-0.895863
0.120472	0.128432	-2.53238	0.156223
0.589286	1.29235	1.05221	0.858297
0.449546	0.915772	-1.35442	-0.0313448
0.636148	1.02894	0.482271	-1.32825
0.666739	1.93268	4.57081	-1.27167
0.470782	0.832566	-0.274439	-0.959742
0.334489	0.422219	-0.685212	-0.0401739
0.421943	0.69266	-0.741216	1.03657
0.540649	0.787319	0.13359	0.924078
0.729014	1.42584	1.18368	-0.302077
0.554918	0.862576	0.215118	1.20936
0.461174	0.797089	-0.350555	-0.271372
0.338767	0.511619	-2.43447	0.323196
0.547429	0.874049	0.208465	-0.298879
0.661377	1.33907	1.13159	1.14415
0.653387	1.42385	1.42921	-0.636112
0.431492	0.580262	-0.242599	-0.0718322
0.529365	0.774362	0.101304	-0.00445537
0.275044	0.330828	-1.01422	0.00639226
0.405565	0.581409	-0.496168	0.589901
0.370826	0.505619	-0.648274	0.881216
0.523743	0.746915	0.0764697	0.344286
0.601383	1.14348	0.683425	0.229059
0.470949	1.01723	-0.79496	0.893902
0.683753	1.44967	1.42754	0.88313
0.119602	0.127407	-2.54254	-0.054569
0.114579	0.123345	-3.33797	-0.116573
0.679343	1.14141	0.63899	1.01884
0.496554	0.875581	-0.0271928	-0.161922
0.629749	1.37046	1.2903	1.46486
0.608069	1.24505	0.925753	-1.08898
0.129207	0.145519	-6.82828	0.324811
0.935372	2.93463	7.21406	-0.2761
0.383874	0.658171	-2.75142	0.105572
0.306457	0.453085	-5.3213	0.126193
0.41186	0.555642	-0.342102	0.689862
0.748322	1.42987	1.11936	1.36956
0.651415	1.05796	0.52156	0.0296249
0.734162	1.77152	2.60163	-1.29458
0.43809	0.882981	-1.94977	0.649641
0.594488	0.913698	0.318123	-0.742301
0.5145	0.81241	0.0687475	0.148274
0.536077	1.86814	4.44104	-0.959712
0.437505	0.676433	-0.389371	-0.398911
0.445086	0.595063	-0.181063	0.171735
0.511278	1.02127	0.137841	1.0234
0.445577	1.09904	-63.7861	0.425561
0.20092	0.230701	-1.76369	0.23548
0.042136	0.043437	-12.5543	-0.105848
0.369939	0.554832	-1.16672	-0.453105
0.595173	1.72261	3.2504	-0.504174
0.636095	1.66752	2.68259	-1.29584
0.359931	0.617673	-10.204	-0.258039
0.153759	0.174831	-3.76538	-0.329476
0.365132	0.476371	-0.560163	-0.0899735
0.707152	1.23843	0.782713	-1.17901
0.514633	0.953133	0.127945	0.829148
0.637451	1.02262	0.47257	0.204031
0.465371	0.628132	-0.110446	-0.71266
0.827956	1.78548	1.76254	0.0387968
0.567298	1.14545	0.638303	-0.792605
0.735167	1.3297	0.913302	-0.92354
0.445945	0.602144	-0.184417	-1.02981
0.2798	0.331659	-0.879674	-0.23337
0.665648	1.41125	1.35121	0.423763
0.800439	1.77192	1.97795	0.88034
0.33143	0.424945	-0.77276	-0.866453
0.223691	0.255053	-1.24562	-0.50703
0.469901	0.98649	-0.703541	-0.686184
0.618387	0.96629	0.393894	-0.944858
0.574526	0.942104	0.32915	0.753839
0.877548	2.15412	2.76647	0.0843943
0.307968	0.426195	-1.91949	0.498067
0.41049	0.832738	-12.0293	-0.564623
0.524181	1.0843	0.314843	-0.625041
0.428637	0.580531	-0.262755	0.590913
0.505334	0.709991	0.0172599	-0.235421
0.672259	1.11562	0.601165	0.812247
0.103555	0.109434	-3.01879	-0.409275
0.751545	3.26933	54.3624	-0.19626
0.334938	0.43556	-0.80152	-0.27723
0.164089	0.183582	-2.32498	0.110946
0.39314	0.576796	-0.683677	-0.63274
0.502007	1.63802	0.373884	-0.946073
0.532355	0.935012	0.211722	0.45359
0.375641	0.500308	-0.540361	-0.338053
0.814338	1.86024	2.23639	1.40788
0.6569	1.07631	0.547795	0.337084
0.821602	2.33732	5.88668	0.759905
0.78403	1.5374	1.25438	-1.24831
0.108819	0.116811	-3.60962	-0.134952
0.57072	0.916125	0.294115	0.959905
0.396874	0.744581	-5.75978	-0.405002
0.226163	0.272616	-1.99113	0.415549
0.308965	0.369787	-0.686479	-0.172367
0.618848	1.34474	1.21722	-0.0340228
0.805526	2.03636	3.41599	0.111082
0.705515	1.41568	1.23912	-1.5064
0.394718	0.673721	-1.87343	0.825034
0.49792	1.02748	-0.0325625	-0.561504
0.177614	0.217715	-25.3403	0.410382
0.453669	0.659619	-0.204465	-0.304144
0.332144	0.404468	-0.587772	-0.20824
0.753616	1.43267	1.1055	1.27061
0.247304	0.286354	-1.07161	-0.223455
0.566933	0.958701	0.336422	0.489529
0.689012	1.16876	0.676488	-0.422611
0.60618	2.65481	24.5401	-1.32178
0.611465	1.14299	0.685907	-0.332824
0.538339	1.08926	0.420293	0.972559
0.522729	0.75466	0.0765228	-0.062822
0.643974	1.18691	0.767449	0.448611
0.670758	1.41829	1.3605	0.0480039
0.505336	0.73576	0.0195389	0.344918
0.235914	0.297407	-2.91991	0.625479
0.455398	0.609457	-0.142532	0.132079
0.698529	1.38771	1.1778	0.567803
0.533507	0.914649	0.199522	-0.133079
0.594935	0.903844	0.307565	-0.921764
0.269468	0.383436	-24.8797	0.3647
0.482825	0.723289	-0.0755922	-0.859913
0.756593	1.41459	1.04631	0.401364
0.606735	0.945957	0.363884	0.315719
0.175376	0.211204	-8.77977	0.260784
0.486845	1.02588	-0.253977	-1.18364
0.693165	2.45708	12.867	1.38236
0.449233	0.657585	-0.234734	0.136383
0.491346	0.685121	-0.0284935	-0.991283
0.473128	0.733459	-0.140797	-0.589986
0.560239	1.53355	1.97937	1.10933
0.150633	0.16705	-2.618	-0.179237
0.353086	0.455915	-0.617582	-0.101695
0.0368087	0.0375174	-8.78006	-0.0973736
0.404151	0.518159	-0.311493	0.69321
0.212945	0.240417	-1.30448	-0.103098
0.592169	0.92537	0.329554	0.105867
0.493235	1.14686	-0.202874	1.0711
0.869009	2.29037	3.92822	0.565685
0.375036	0.633684	-3.14746	-0.727639
0.474629	0.664463	-0.0895137	-0.485124
0.565274	0.89761	0.266145	-0.176579
0.423027	0.559209	-0.263116	0.0778423
0.710515	1.26212	0.825897	-0.763863
0.370113	0.617755	-3.20579	0.632607
0.815609	2.16768	4.27464	0.741449
0.363059	0.555505	-1.55928	0.54614
0.755771	1.5743	1.53463	-0.893222
0.421876	0.825478	-2.86305	0.185186
0.269347	0.343161	-1.7162	0.753832
