y uniforme	x esponenziale	x Cauchy_Lorenz	x gaussiana
 	 	 	 
0.532223	1.07284	-11.6719	0.123248
0.511806	1.01764	0.169116	-0.161897
0.489941	1.01756	7.26166	0.0207017
0.534801	1.05782	0.0105489	0.0277737
0.521526	1.11845	7.69612	-0.0953185
0.504959	1.03303	0.622319	0.0452261
0.554828	1.15724	1.6238	0.000405373
0.531524	1.12113	0.168766	0.119309
0.484954	0.947793	1.20942	-0.191895
0.525728	1.05206	0.723681	-0.0735473
0.547223	1.12926	-0.0373201	0.0479017
0.508895	1.03768	0.877178	-0.161064
0.455479	0.890175	0.444544	0.0309161
0.51353	1.02282	-3.90033	-0.135771
0.46605	0.887375	-1.56797	-0.136578
0.507736	1.06815	-0.102265	0.0686479
0.487694	0.969097	-1.4449	-0.0692496
0.493254	0.951425	-2.16024	-0.013345
0.487815	0.990812	-0.215361	-0.0656094
0.517447	0.977624	-0.151394	0.0283851
0.515284	1.09077	0.390821	-0.145402
0.499527	1.08668	0.864701	0.0149496
0.490166	0.94452	0.986735	0.135555
0.501362	0.920289	0.0790764	0.0106679
0.510671	1.02885	0.579562	0.104165
0.473152	0.832005	-0.340729	-0.134366
0.537637	1.14785	-0.838041	-0.12091
0.494293	0.965682	0.339784	0.0822171
0.446857	0.780811	-1.78925	-0.0569168
0.509753	0.996073	-1.5988	-0.0586995
0.519576	0.948704	-0.434188	-0.084354
0.472254	0.858056	-1.87271	-0.112356
0.511446	1.08355	4.42368	-0.122015
0.510591	1.06552	1.62523	0.0249431
0.510272	0.983737	-0.814955	-0.0167609
0.574382	1.11092	0.747988	-0.102194
0.472859	0.888777	0.155123	0.0258786
0.495579	1.00983	-16.9195	-0.122208
0.561256	1.14476	1.22977	0.0788007
0.487038	1.02224	-0.712752	0.0473665
0.468736	0.993547	4.50246	0.193713
0.508475	1.06636	2.74421	-0.00463593
0.455798	0.797551	-0.590846	0.112338
0.530101	1.06954	-1.87629	-0.110735
0.516523	0.989964	-0.885013	0.169384
0.494271	0.920631	-0.448591	0.0169047
0.485588	0.976039	0.75976	0.0829825
0.545443	1.16911	2.08037	0.108811
0.546249	1.19036	3.38303	-0.0748579
